@cycle_counter=0 	HTRANS=IDLE 	HBURST=SINGLE 	HSIZE=Byte 	burst_length=x 	HWRITE=x 	HADDR=xxxxxxxx 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=x 	HRESP=OKAY 	data=xxxxxxxxxxxxxxxx 	data_buffer=xxxxxxxxxxxxxxxx 	@local_cycle_counter=0 
@cycle_counter=213 	HTRANS=NONSEQ 	HBURST=SINGLE 	HSIZE=Byte 	burst_length=1 	HWRITE=0 	HADDR=00000000 	HWDATA=xxxx1dxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxxxx00 	data_buffer=xxxxxx14xxxxxxxx 	@local_cycle_counter=0 

@cycle_counter=214 	HTRANS=NONSEQ 	HBURST=INCR4 	HSIZE=Byte 	burst_length=4 	HWRITE=0 	HADDR=00000008 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxx00 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxxxx00 	data_buffer=xxxxxxxxxxxxxx00 	@local_cycle_counter=1 
@cycle_counter=215 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Byte 	burst_length=4 	HWRITE=0 	HADDR=00000009 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxx00 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx09xx 	data_buffer=xxxxxxxxxxxxxx00 	@local_cycle_counter=2 
@cycle_counter=216 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Byte 	burst_length=4 	HWRITE=0 	HADDR=0000000a 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxx01xx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxx12xxxx 	data_buffer=xxxxxxxxxxxx09xx 	@local_cycle_counter=3 
@cycle_counter=217 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Byte 	burst_length=4 	HWRITE=0 	HADDR=0000000b 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxx0bxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx1bxxxxxx 	data_buffer=xxxxxxxxxx12xxxx 	@local_cycle_counter=0 

@cycle_counter=218 	HTRANS=NONSEQ 	HBURST=INCR4 	HSIZE=Doubleword 	burst_length=4 	HWRITE=0 	HADDR=00000009 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx15xxxxxx 	HREADY=1 	HRESP=OKAY 	data=07060504030201xx 	data_buffer=xxxxxxxx1bxxxxxx 	@local_cycle_counter=1 
@cycle_counter=219 	HTRANS=BUSY 	HBURST=INCR4 	HSIZE=Doubleword 	burst_length=4 	HWRITE=0 	HADDR=00000010 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=2221201f1e1d1cxx 	HREADY=1 	HRESP=OKAY 	data=0f0e0d0c0b0a0908 	data_buffer=07060504030201xx 	@local_cycle_counter=2 
@cycle_counter=220 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Doubleword 	burst_length=4 	HWRITE=0 	HADDR=00000010 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=0f0e0d0c0b0a0908 	data_buffer=07060504030201xx 	@local_cycle_counter=2 
@cycle_counter=221 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Doubleword 	burst_length=4 	HWRITE=0 	HADDR=00000018 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=0706050403020100 	HREADY=1 	HRESP=OKAY 	data=1716151413121110 	data_buffer=0f0e0d0c0b0a0908 	@local_cycle_counter=3 
@cycle_counter=222 	HTRANS=SEQ 	HBURST=INCR4 	HSIZE=Doubleword 	burst_length=4 	HWRITE=0 	HADDR=00000020 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=100f0e0d0c0b0a09 	HREADY=1 	HRESP=OKAY 	data=1f1e1d1c1b1a1918 	data_buffer=1716151413121110 	@local_cycle_counter=0 

@cycle_counter=223 	HTRANS=NONSEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=00000004 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=1918171615141312 	HREADY=1 	HRESP=OKAY 	data=07060504xxxxxxxx 	data_buffer=1f1e1d1c1b1a1918 	@local_cycle_counter=1 
@cycle_counter=224 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=00000008 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=2221201fxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx0b0a0908 	data_buffer=07060504xxxxxxxx 	@local_cycle_counter=2 
@cycle_counter=225 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=0000000c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx03020100 	HREADY=1 	HRESP=OKAY 	data=17161514xxxxxxxx 	data_buffer=xxxxxxxx0b0a0908 	@local_cycle_counter=3 
@cycle_counter=226 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=00000010 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=100f0e0dxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx1b1a1918 	data_buffer=17161514xxxxxxxx 	@local_cycle_counter=4 
@cycle_counter=227 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=00000014 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx15141312 	HREADY=1 	HRESP=OKAY 	data=27262524xxxxxxxx 	data_buffer=xxxxxxxx1b1a1918 	@local_cycle_counter=5 
@cycle_counter=228 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=00000018 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=2221201fxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx2b2a2928 	data_buffer=27262524xxxxxxxx 	@local_cycle_counter=6 
@cycle_counter=229 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=0000001c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx27262524 	HREADY=1 	HRESP=OKAY 	data=37363534xxxxxxxx 	data_buffer=xxxxxxxx2b2a2928 	@local_cycle_counter=7 
@cycle_counter=230 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=00000020 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=34333231xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx3b3a3938 	data_buffer=37363534xxxxxxxx 	@local_cycle_counter=8 
@cycle_counter=231 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=00000024 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx39383736 	HREADY=1 	HRESP=OKAY 	data=47464544xxxxxxxx 	data_buffer=xxxxxxxx3b3a3938 	@local_cycle_counter=9 
@cycle_counter=232 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=00000028 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=46454443xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx4b4a4948 	data_buffer=47464544xxxxxxxx 	@local_cycle_counter=10 
@cycle_counter=233 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=0000002c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx4b4a4948 	HREADY=1 	HRESP=OKAY 	data=57565554xxxxxxxx 	data_buffer=xxxxxxxx4b4a4948 	@local_cycle_counter=11 
@cycle_counter=234 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=00000030 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=58575655xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx5b5a5958 	data_buffer=57565554xxxxxxxx 	@local_cycle_counter=12 
@cycle_counter=235 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=00000034 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx5d5c5b5a 	HREADY=1 	HRESP=OKAY 	data=67666564xxxxxxxx 	data_buffer=xxxxxxxx5b5a5958 	@local_cycle_counter=13 
@cycle_counter=236 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=00000038 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=6a696867xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx6b6a6968 	data_buffer=67666564xxxxxxxx 	@local_cycle_counter=14 
@cycle_counter=237 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=0000003c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx6f6e6d6c 	HREADY=1 	HRESP=OKAY 	data=77767574xxxxxxxx 	data_buffer=xxxxxxxx6b6a6968 	@local_cycle_counter=15 
@cycle_counter=238 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=00000040 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=7c7b7a79xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx7b7a7978 	data_buffer=77767574xxxxxxxx 	@local_cycle_counter=16 
@cycle_counter=239 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=00000044 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx81807f7e 	HREADY=1 	HRESP=OKAY 	data=87868584xxxxxxxx 	data_buffer=xxxxxxxx7b7a7978 	@local_cycle_counter=17 
@cycle_counter=240 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=00000048 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=8e8d8c8bxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx8b8a8988 	data_buffer=87868584xxxxxxxx 	@local_cycle_counter=18 
@cycle_counter=241 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=0000004c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx93929190 	HREADY=1 	HRESP=OKAY 	data=97969594xxxxxxxx 	data_buffer=xxxxxxxx8b8a8988 	@local_cycle_counter=19 
@cycle_counter=242 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=00000050 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=a09f9e9dxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx9b9a9998 	data_buffer=97969594xxxxxxxx 	@local_cycle_counter=20 
@cycle_counter=243 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=00000054 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxa5a4a3a2 	HREADY=1 	HRESP=OKAY 	data=a7a6a5a4xxxxxxxx 	data_buffer=xxxxxxxx9b9a9998 	@local_cycle_counter=21 
@cycle_counter=244 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=00000058 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=b2b1b0afxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxabaaa9a8 	data_buffer=a7a6a5a4xxxxxxxx 	@local_cycle_counter=22 
@cycle_counter=245 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=23 	HWRITE=0 	HADDR=0000005c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxb7b6b5b4 	HREADY=1 	HRESP=OKAY 	data=b7b6b5b4xxxxxxxx 	data_buffer=xxxxxxxxabaaa9a8 	@local_cycle_counter=0 

@cycle_counter=246 	HTRANS=NONSEQ 	HBURST=SINGLE 	HSIZE=Halfword 	burst_length=1 	HWRITE=1 	HADDR=00000004 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=c4c3c2c1xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx0504xxxxxxxx 	data_buffer=xxxxxxxxabaaa9a8 	@local_cycle_counter=0 

@cycle_counter=247 	HTRANS=NONSEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=00000009 	HWDATA=xxxx0504xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx01xx 	data_buffer=xxxx0504xxxxxxxx 	@local_cycle_counter=1 
@cycle_counter=248 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=0000000a 	HWDATA=xxxxxxxxxxxx01xx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx0b0axxxx 	data_buffer=xxxxxxxxxxxx01xx 	@local_cycle_counter=2 
@cycle_counter=249 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=0000000c 	HWDATA=xxxxxxxx0b0axxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx1514xxxxxxxx 	data_buffer=xxxxxxxx0b0axxxx 	@local_cycle_counter=3 
@cycle_counter=250 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=0000000e 	HWDATA=xxxx1514xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=1f1exxxxxxxxxxxx 	data_buffer=xxxx1514xxxxxxxx 	@local_cycle_counter=4 
@cycle_counter=251 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=00000010 	HWDATA=1f1exxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx2120 	data_buffer=1f1exxxxxxxxxxxx 	@local_cycle_counter=5 
@cycle_counter=252 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=00000012 	HWDATA=xxxxxxxxxxxx2120 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx2b2axxxx 	data_buffer=xxxxxxxxxxxx2120 	@local_cycle_counter=6 
@cycle_counter=253 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=00000014 	HWDATA=xxxxxxxx2b2axxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx3534xxxxxxxx 	data_buffer=xxxxxxxx2b2axxxx 	@local_cycle_counter=7 
@cycle_counter=254 	HTRANS=BUSY 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=00000016 	HWDATA=xxxx3534xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=3f3exxxxxxxxxxxx 	data_buffer=xxxx3534xxxxxxxx 	@local_cycle_counter=8 
@cycle_counter=255 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=00000016 	HWDATA=xxxx3534xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=3f3exxxxxxxxxxxx 	data_buffer=xxxx3534xxxxxxxx 	@local_cycle_counter=8 
@cycle_counter=256 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=00000018 	HWDATA=3f3exxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx4140 	data_buffer=3f3exxxxxxxxxxxx 	@local_cycle_counter=9 
@cycle_counter=257 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=0000001a 	HWDATA=xxxxxxxxxxxx4140 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx4b4axxxx 	data_buffer=xxxxxxxxxxxx4140 	@local_cycle_counter=10 
@cycle_counter=258 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=0000001c 	HWDATA=xxxxxxxx4b4axxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx5554xxxxxxxx 	data_buffer=xxxxxxxx4b4axxxx 	@local_cycle_counter=11 
@cycle_counter=259 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=0000001e 	HWDATA=xxxx5554xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=5f5exxxxxxxxxxxx 	data_buffer=xxxx5554xxxxxxxx 	@local_cycle_counter=12 
@cycle_counter=260 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=00000020 	HWDATA=5f5exxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx6160 	data_buffer=5f5exxxxxxxxxxxx 	@local_cycle_counter=13 
@cycle_counter=261 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=00000022 	HWDATA=xxxxxxxxxxxx6160 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx6b6axxxx 	data_buffer=xxxxxxxxxxxx6160 	@local_cycle_counter=14 
@cycle_counter=262 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=00000024 	HWDATA=xxxxxxxx6b6axxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx7574xxxxxxxx 	data_buffer=xxxxxxxx6b6axxxx 	@local_cycle_counter=15 
@cycle_counter=263 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=00000026 	HWDATA=xxxx7574xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=7f7exxxxxxxxxxxx 	data_buffer=xxxx7574xxxxxxxx 	@local_cycle_counter=16 
@cycle_counter=264 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=00000028 	HWDATA=7f7exxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxx8180 	data_buffer=7f7exxxxxxxxxxxx 	@local_cycle_counter=17 
@cycle_counter=265 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=0000002a 	HWDATA=xxxxxxxxxxxx8180 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx8b8axxxx 	data_buffer=xxxxxxxxxxxx8180 	@local_cycle_counter=18 
@cycle_counter=266 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=0000002c 	HWDATA=xxxxxxxx8b8axxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxx9594xxxxxxxx 	data_buffer=xxxxxxxx8b8axxxx 	@local_cycle_counter=19 
@cycle_counter=267 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=0000002e 	HWDATA=xxxx9594xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=9f9exxxxxxxxxxxx 	data_buffer=xxxx9594xxxxxxxx 	@local_cycle_counter=20 
@cycle_counter=268 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=00000030 	HWDATA=9f9exxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxxxxxa1a0 	data_buffer=9f9exxxxxxxxxxxx 	@local_cycle_counter=21 
@cycle_counter=269 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=00000032 	HWDATA=xxxxxxxxxxxxa1a0 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxxabaaxxxx 	data_buffer=xxxxxxxxxxxxa1a0 	@local_cycle_counter=22 
@cycle_counter=270 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Halfword 	burst_length=23 	HWRITE=1 	HADDR=00000034 	HWDATA=xxxxxxxxabaaxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxb5b4xxxxxxxx 	data_buffer=xxxxxxxxabaaxxxx 	@local_cycle_counter=0 

@cycle_counter=271 	HTRANS=NONSEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=0 	HADDR=00000000 	HWDATA=xxxxb5b4xxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=0706050403020100 	data_buffer=xxxxb5b4xxxxxxxx 	@local_cycle_counter=1 
@cycle_counter=272 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=0 	HADDR=00000008 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=0706050403020100 	HREADY=1 	HRESP=OKAY 	data=0f0e0d0c0b0a0908 	data_buffer=0706050403020100 	@local_cycle_counter=2 
@cycle_counter=273 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=0 	HADDR=00000010 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=0706050403020100 	HREADY=1 	HRESP=OKAY 	data=1716151413121110 	data_buffer=0f0e0d0c0b0a0908 	@local_cycle_counter=3 
@cycle_counter=274 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=0 	HADDR=00000018 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=100f0e0d0c0b0a09 	HREADY=1 	HRESP=OKAY 	data=1f1e1d1c1b1a1918 	data_buffer=1716151413121110 	@local_cycle_counter=4 
@cycle_counter=275 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=0 	HADDR=00000020 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=1918171615141312 	HREADY=1 	HRESP=OKAY 	data=2726252423222120 	data_buffer=1f1e1d1c1b1a1918 	@local_cycle_counter=5 
@cycle_counter=276 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=0 	HADDR=00000028 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=2221201f1e1d1c1b 	HREADY=1 	HRESP=OKAY 	data=2f2e2d2c2b2a2928 	data_buffer=2726252423222120 	@local_cycle_counter=6 
@cycle_counter=277 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=0 	HADDR=00000030 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=2b2a292827262524 	HREADY=1 	HRESP=OKAY 	data=3736353433323130 	data_buffer=2f2e2d2c2b2a2928 	@local_cycle_counter=7 
@cycle_counter=278 	HTRANS=SEQ 	HBURST=INCR8 	HSIZE=Doubleword 	burst_length=8 	HWRITE=0 	HADDR=00000038 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=34333231302f2e2d 	HREADY=1 	HRESP=OKAY 	data=3f3e3d3c3b3a3938 	data_buffer=3736353433323130 	@local_cycle_counter=0 

@cycle_counter=279 	HTRANS=NONSEQ 	HBURST=SINGLE 	HSIZE=Doubleword 	burst_length=1 	HWRITE=0 	HADDR=0000000a 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=3d3c3b3a39383736 	HREADY=1 	HRESP=OKAY 	data=070605040302xxxx 	data_buffer=3736353433323130 	@local_cycle_counter=0 

@cycle_counter=280 	HTRANS=NONSEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=00000002 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=464544434241xxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx0302xxxx 	data_buffer=070605040302xxxx 	@local_cycle_counter=1 
@cycle_counter=281 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=00000004 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx0302xxxx 	HREADY=1 	HRESP=OKAY 	data=0f0e0d0cxxxxxxxx 	data_buffer=xxxxxxxx0302xxxx 	@local_cycle_counter=2 
@cycle_counter=282 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=00000008 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=07060504xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx13121110 	data_buffer=0f0e0d0cxxxxxxxx 	@local_cycle_counter=3 
@cycle_counter=283 	HTRANS=BUSY 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=0000000c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxx0c0b0a09 	HREADY=1 	HRESP=OKAY 	data=1f1e1d1cxxxxxxxx 	data_buffer=xxxxxxxx13121110 	@local_cycle_counter=4 
@cycle_counter=284 	HTRANS=SEQ 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=0000000c 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=xxxxxxxxxxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=1f1e1d1cxxxxxxxx 	data_buffer=xxxxxxxx13121110 	@local_cycle_counter=4 
@cycle_counter=285 	HTRANS=BUSY 	HBURST=INCR 	HSIZE=Word 	burst_length=19 	HWRITE=0 	HADDR=00000010 	HWDATA=xxxxxxxxxxxxxxxx 	HRDATA=19181716xxxxxxxx 	HREADY=1 	HRESP=OKAY 	data=xxxxxxxx23222120 	data_buffer=1f1e1d1cxxxxxxxx 	@local_cycle_counter=5 
